2021-11-04T20:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T21:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T22:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T23:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-05T00:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T01:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T02:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T03:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T04:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T05:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T06:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T07:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T08:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T09:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T10:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T11:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T12:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T13:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T14:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T15:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T16:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T17:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T18:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T19:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T20:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T21:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T22:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-05T23:00:00Z,93.4,114.33,109.66,0,11.6,9.89,71.61,40.23,NA
2021-11-06T00:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T01:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T02:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T03:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T04:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T05:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T06:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T07:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T08:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T09:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T10:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T11:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T12:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T13:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T14:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T15:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T16:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T17:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T18:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T19:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T20:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T21:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T22:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-06T23:00:00Z,99.81,122.16,108.05,0,11.75,9.89,71.61,40.23,NA
2021-11-07T00:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T01:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T02:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T03:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T04:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T05:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T06:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T07:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T08:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T09:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T10:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T11:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T12:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T13:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T14:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T15:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T16:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T17:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T18:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T19:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T20:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T21:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-07T22:00:00Z,103.72,124.1,118.08,0,12.88,9.89,71.61,40.23,NA
2021-11-08T00:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T01:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T02:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T03:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T04:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T05:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T06:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T07:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T08:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T09:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T10:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T11:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T12:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T13:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T14:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T15:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T16:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T17:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T18:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T19:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T20:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T21:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T22:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-08T23:00:00Z,0,119.36,0,0,0,0,0,40.23,0
2021-11-09T00:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T01:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T02:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T03:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T04:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T05:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T06:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T07:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T08:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T09:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T10:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T11:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T12:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T13:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T14:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T15:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T16:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T17:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T18:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T19:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T20:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T21:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T22:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-09T23:00:00Z,104.22,122.07,121.51,0,12.66,9.89,71.61,40.23,NA
2021-11-10T00:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T01:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T02:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T03:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T04:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T05:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T06:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T07:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T08:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T09:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T10:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T11:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T12:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T13:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T14:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T15:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T16:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T17:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T18:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T19:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T20:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T21:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T22:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-10T23:00:00Z,97.58,121.1,122.75,0,11.36,9.89,71.61,40.23,NA
2021-11-11T00:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T01:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T02:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T03:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T04:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T05:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T06:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T07:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T08:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T09:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T10:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T11:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T12:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T13:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T14:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T15:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T16:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T17:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T18:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T19:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T20:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T21:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T22:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-11T23:00:00Z,91,114.18,117.02,0,11.29,9.89,71.61,40.23,NA
2021-11-12T00:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T01:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T02:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T03:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T04:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T05:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T06:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T07:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T08:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T09:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T10:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T11:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T12:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T13:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T14:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T15:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T16:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T17:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T18:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T19:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T20:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T21:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T22:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-12T23:00:00Z,89.62,111.13,107.77,0,11.13,9.89,71.61,40.23,NA
2021-11-13T00:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T01:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T02:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T03:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T04:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T05:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T06:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T07:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T08:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T09:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T10:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T11:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T12:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T13:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T14:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T15:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T16:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T17:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T18:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T19:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T20:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T21:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T22:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-13T23:00:00Z,93.8,118.42,105.75,0,11.16,9.89,71.61,40.23,NA
2021-11-14T00:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T01:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T02:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T03:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T04:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T05:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T06:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T07:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T08:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T09:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T10:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T11:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T12:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T13:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T14:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T15:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T16:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T17:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T18:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T19:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T20:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T21:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T22:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-14T23:00:00Z,94.26,118.33,113.75,0,12.04,9.89,71.61,40.23,NA
2021-11-15T00:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T01:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T02:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T03:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T04:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T05:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T06:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T07:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T08:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T09:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T10:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T11:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T12:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T13:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T14:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T15:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T16:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T17:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T18:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T19:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T20:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T21:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T22:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-15T23:00:00Z,87.34,112.83,115.04,0,11.18,9.89,71.61,40.23,NA
2021-11-16T00:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T01:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T02:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T03:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T04:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T05:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T06:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T07:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T08:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T09:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T10:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T11:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T12:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T13:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T14:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T15:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T16:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T17:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T18:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T19:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T20:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T21:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T22:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-16T23:00:00Z,93.56,114.69,115.58,0,11.93,9.89,71.61,40.23,NA
2021-11-17T00:00:00Z,91.95,114.71,117.8,0,11.52,9.89,71.61,40.23,NA
2021-11-17T01:00:00Z,91.95,114.71,117.8,0,11.52,9.89,71.61,40.23,NA
2021-11-17T02:00:00Z,91.95,114.71,117.8,0,11.52,9.89,71.61,40.23,NA
2021-11-17T03:00:00Z,91.95,114.71,117.8,0,11.52,9.89,71.61,40.23,NA
2021-11-17T04:00:00Z,91.95,114.71,117.8,0,11.52,9.89,71.61,40.23,NA
2021-11-17T05:00:00Z,91.95,114.71,117.8,0,11.52,9.89,71.61,40.23,NA
2021-11-17T06:00:00Z,91.95,114.71,117.8,0,11.52,9.89,71.61,40.23,NA
